"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2014年2月4日","21,397.77","21,561.70","21,609.59","21,388.61","2.48B","-2.89%"
"2014年1月30日","22,035.42","21,827.33","22,052.16","21,746.23","1.54B","-0.48%"
"2014年1月29日","22,141.61","22,111.63","22,222.70","22,109.93","1.88B","0.82%"
"2014年1月28日","21,960.64","22,012.51","22,022.14","21,892.20","1.83B","-0.07%"
"2014年1月27日","21,976.10","22,019.10","22,044.23","21,880.73","2.36B","-2.11%"
"2014年1月24日","22,450.06","22,522.44","22,659.72","22,435.72","2.00B","-1.25%"
"2014年1月23日","22,733.90","23,082.01","23,093.85","22,722.58","1.93B","-1.51%"
"2014年1月22日","23,082.25","22,954.77","23,119.61","22,913.66","1.77B","0.21%"
"2014年1月21日","23,033.12","23,040.84","23,139.65","22,986.47","1.77B","0.45%"
"2014年1月20日","22,928.95","23,048.13","23,089.24","22,884.62","1.59B","-0.88%"
"2014年1月17日","23,133.35","22,898.48","23,263.42","22,849.10","1.73B","0.64%"
"2014年1月16日","22,986.41","23,085.14","23,085.14","22,936.74","1.37B","0.37%"
"2014年1月15日","22,902.00","22,985.78","23,010.07","22,826.98","1.12B","0.49%"
"2014年1月14日","22,791.28","22,637.55","22,883.00","22,637.55","1.17B","-0.43%"
"2014年1月13日","22,888.76","23,046.41","23,067.33","22,762.24","1.25B","0.19%"
"2014年1月10日","22,846.25","22,735.93","22,932.21","22,726.84","1.50B","0.26%"
"2014年1月9日","22,787.33","22,925.23","23,044.97","22,709.03","1.71B","-0.91%"
"2014年1月8日","22,996.59","22,834.81","23,031.19","22,778.83","2.20B","1.25%"
"2014年1月7日","22,712.78","22,689.25","22,802.85","22,644.58","1.73B","0.13%"
"2014年1月6日","22,684.15","22,732.83","22,757.45","22,567.77","1.65B","-0.58%"
"2014年1月3日","22,817.28","23,097.98","23,097.98","22,782.42","1.99B","-2.24%"
"2014年1月2日","23,340.05","23,452.76","23,469.33","23,173.93","1.04B","0.14%"
"2013年12月31日","23,306.39","23,328.44","23,361.34","23,271.80","674.18M","0.26%"
"2013年12月30日","23,244.87","23,353.54","23,369.37","23,178.28","1.00B","0.01%"
"2013年12月27日","23,243.24","23,138.91","23,283.31","23,130.86","850.15M","0.27%"
"2013年12月24日","23,179.55","23,045.64","23,194.63","23,026.10","801.47M","1.13%"
"2013年12月23日","22,921.56","22,946.55","23,005.92","22,862.89","1.09B","0.48%"
"2013年12月20日","22,812.18","22,904.18","22,936.92","22,713.70","2.12B","-0.33%"
"2013年12月19日","22,888.75","23,404.45","23,404.45","22,753.30","1.96B","-1.10%"
"2013年12月18日","23,143.82","23,076.54","23,240.71","22,993.54","1.30B","0.32%"
"2013年12月17日","23,069.23","23,281.38","23,281.38","23,040.60","1.41B","-0.20%"
"2013年12月16日","23,114.66","23,138.28","23,204.63","22,999.76","1.33B","-0.56%"
"2013年12月13日","23,245.96","23,080.19","23,331.53","23,017.34","1.52B","0.12%"
"2013年12月12日","23,218.12","23,265.13","23,327.44","23,160.90","1.71B","-0.51%"
"2013年12月11日","23,338.24","23,686.80","23,693.51","23,295.14","1.90B","-1.71%"
"2013年12月10日","23,744.19","23,799.45","23,810.94","23,707.76","1.03B","-0.28%"
"2013年12月9日","23,811.17","23,970.00","23,970.00","23,775.01","1.29B","0.29%"
"2013年12月6日","23,743.10","23,620.31","23,812.89","23,614.20","1.71B","0.13%"
"2013年12月5日","23,712.57","23,634.09","23,728.90","23,563.21","1.20B","-0.07%"
"2013年12月4日","23,728.70","23,719.60","23,846.84","23,603.02","1.52B","-0.76%"
"2013年12月3日","23,910.47","23,887.77","23,975.76","23,833.25","1.34B","-0.53%"
"2013年12月2日","24,038.55","23,936.15","24,111.55","23,844.24","1.39B","0.66%"
"2013年11月29日","23,881.29","23,862.38","23,912.29","23,809.71","880.34M","0.39%"
"2013年11月28日","23,789.09","23,934.94","24,014.81","23,734.54","1.33B","-0.07%"
"2013年11月27日","23,806.35","23,653.95","23,856.92","23,649.80","1.59B","0.53%"
"2013年11月26日","23,681.28","23,675.37","23,751.86","23,659.98","1.51B","-0.01%"
"2013年11月25日","23,684.45","23,829.97","23,829.97","23,673.53","1.51B","-0.05%"
"2013年11月22日","23,696.28","23,752.28","23,764.41","23,641.20","1.69B","0.49%"
"2013年11月21日","23,580.29","23,661.42","23,661.42","23,508.79","1.62B","-0.51%"
"2013年11月20日","23,700.86","23,774.31","23,843.80","23,690.81","1.93B","0.18%"
"2013年11月19日","23,657.81","23,834.52","23,856.90","23,620.28","2.97B","-0.01%"
"2013年11月18日","23,660.06","23,397.73","23,706.68","23,390.66","3.97B","2.73%"
"2013年11月15日","23,032.15","22,749.60","23,050.35","22,749.60","2.03B","1.69%"
"2013年11月14日","22,649.15","22,673.32","22,691.67","22,529.33","1.25B","0.82%"
"2013年11月13日","22,463.83","22,665.91","22,665.91","22,463.40","2.05B","-1.91%"
"2013年11月12日","22,901.41","23,051.76","23,084.88","22,857.26","1.11B","-0.73%"
"2013年11月11日","23,069.85","22,781.99","23,124.30","22,688.41","1.34B","1.43%"
"2013年11月8日","22,744.39","22,713.00","22,813.76","22,686.57","1.17B","-0.60%"
"2013年11月7日","22,881.03","23,023.73","23,023.73","22,819.65","1.08B","-0.68%"
"2013年11月6日","23,036.94","23,042.11","23,119.04","22,954.70","1.30B","-0.01%"
"2013年11月5日","23,038.95","23,313.61","23,313.61","22,949.42","1.19B","-0.65%"
"2013年11月4日","23,189.62","23,322.07","23,345.93","23,165.06","1.03B","-0.26%"
"2013年11月1日","23,249.79","23,208.80","23,336.98","23,149.53","1.24B","0.19%"
"2013年10月31日","23,206.37","23,134.39","23,250.66","23,108.27","1.79B","-0.42%"
"2013年10月30日","23,304.02","22,966.95","23,316.12","22,935.60","1.72B","2.00%"
"2013年10月29日","22,846.54","22,842.33","22,979.35","22,760.90","1.43B","0.18%"
"2013年10月28日","22,806.58","22,753.75","22,849.30","22,753.75","1.10B","0.48%"
"2013年10月25日","22,698.34","22,758.37","22,839.15","22,640.18","1.85B","-0.60%"
"2013年10月24日","22,835.82","22,975.55","22,975.55","22,762.19","1.86B","-0.71%"
"2013年10月23日","22,999.95","23,455.40","23,505.79","22,970.52","1.72B","-1.36%"
"2013年10月22日","23,315.99","23,309.01","23,387.54","23,263.53","1.07B","-0.52%"
"2013年10月21日","23,438.15","23,494.37","23,534.67","23,356.79","1.16B","0.42%"
"2013年10月18日","23,340.10","23,261.65","23,364.47","23,213.04","1.31B","1.06%"
"2013年10月17日","23,094.88","23,351.48","23,357.16","23,073.88","1.24B","-0.57%"
"2013年10月16日","23,228.33","23,350.94","23,350.94","23,128.69","1.04B","-0.46%"
"2013年10月15日","23,336.52","23,399.79","23,411.21","23,279.33","1.24B","0.51%"
"2013年10月11日","23,218.32","23,318.46","23,336.59","23,204.26","1.36B","1.16%"
"2013年10月10日","22,951.30","23,077.47","23,084.10","22,743.47","1.35B","-0.36%"
"2013年10月9日","23,033.97","23,002.08","23,065.67","22,965.91","1.08B","-0.63%"
"2013年10月8日","23,178.85","22,988.22","23,228.69","22,927.12","1.34B","0.89%"
"2013年10月7日","22,973.95","23,152.92","23,152.92","22,896.65","1.21B","-0.71%"
"2013年10月4日","23,138.54","23,051.55","23,152.68","22,983.47","1.16B","-0.33%"
"2013年10月3日","23,214.40","23,167.20","23,241.50","23,126.99","1.22B","1.00%"
"2013年10月2日","22,984.48","22,997.21","23,138.86","22,933.31","1.44B","0.55%"
"2013年9月30日","22,859.86","22,946.74","22,986.95","22,845.44","1.57B","-1.50%"
"2013年9月27日","23,207.04","23,199.09","23,340.18","23,118.84","1.49B","0.35%"
"2013年9月26日","23,125.03","23,192.70","23,224.36","23,043.89","1.57B","-0.36%"
"2013年9月25日","23,209.63","23,192.71","23,281.61","23,154.84","1.34B","0.13%"
"2013年9月24日","23,179.04","23,324.38","23,324.38","23,102.25","1.56B","-0.82%"
"2013年9月23日","23,371.54","23,414.98","23,466.67","23,291.23","1.51B","-0.56%"
"2013年9月19日","23,502.51","23,549.89","23,554.34","23,469.03","2.18B","1.67%"
"2013年9月18日","23,117.45","23,213.79","23,214.68","23,080.59","1.28B","-0.27%"
"2013年9月17日","23,180.52","23,246.91","23,246.91","23,127.87","1.39B","-0.31%"
"2013年9月16日","23,252.41","23,210.36","23,268.15","23,173.84","1.45B","1.47%"
"2013年9月13日","22,915.28","22,920.76","22,956.77","22,790.78","1.58B","-0.17%"
"2013年9月12日","22,953.72","22,952.85","23,048.22","22,908.99","1.63B","0.07%"
"2013年9月11日","22,937.14","23,095.86","23,120.46","22,848.53","2.00B","-0.17%"
"2013年9月10日","22,976.65","22,932.60","22,988.81","22,842.88","2.24B","0.99%"
"2013年9月9日","22,750.65","22,770.25","22,853.02","22,680.63","1.92B","0.57%"
"2013年9月6日","22,621.22","22,615.98","22,699.59","22,578.33","1.96B","0.10%"
"2013年9月5日","22,597.97","22,538.96","22,682.94","22,486.63","2.15B","1.22%"
"2013年9月4日","22,326.22","22,171.93","22,438.40","22,142.99","4.00B","-0.31%"
"2013年9月3日","22,394.58","22,323.00","22,456.80","22,290.83","1.95B","0.99%"
"2013年9月2日","22,175.34","21,948.72","22,240.04","21,948.72","1.81B","2.04%"
"2013年8月30日","21,731.37","21,618.34","21,753.40","21,549.96","1.58B","0.12%"
"2013年8月29日","21,704.78","21,612.95","21,717.84","21,554.25","1.54B","0.84%"
"2013年8月28日","21,524.65","21,584.56","21,655.24","21,465.72","2.23B","-1.60%"
"2013年8月27日","21,874.77","21,907.43","21,987.51","21,770.75","1.17B","-0.59%"
"2013年8月26日","22,005.32","21,943.40","22,116.00","21,898.15","1.22B","0.65%"
"2013年8月23日","21,863.51","22,006.41","22,103.90","21,769.04","1.56B","-0.15%"
"2013年8月22日","21,895.40","21,538.19","21,944.47","21,538.19","1.60B","0.36%"
"2013年8月21日","21,817.73","21,964.69","21,970.25","21,618.60","1.61B","-0.69%"
"2013年8月20日","21,970.29","22,396.29","22,481.74","21,907.21","1.80B","-2.20%"
"2013年8月19日","22,463.70","22,432.87","22,551.27","22,387.71","1.09B","-0.24%"
"2013年8月16日","22,517.81","22,450.83","22,663.75","22,311.55","2.01B","-0.10%"
"2013年8月15日","22,539.25","22,568.05","22,695.99","22,472.88","2.22B","-0.01%"
"2013年8月13日","22,541.13","22,368.47","22,563.81","22,310.54","2.32B","1.21%"
"2013年8月12日","22,271.28","21,796.46","22,283.05","21,735.06","1.99B","2.13%"
"2013年8月9日","21,807.56","21,760.05","21,811.24","21,674.97","1.02B","0.70%"
"2013年8月8日","21,655.88","21,697.87","21,785.69","21,629.50","862.91M","0.31%"
"2013年8月7日","21,588.84","21,756.47","21,901.46","21,571.15","1.34B","-1.53%"
"2013年8月6日","21,923.70","22,000.94","22,012.51","21,807.96","1.14B","-1.34%"
"2013年8月5日","22,222.01","22,273.82","22,273.82","22,193.67","760.37M","0.14%"
"2013年8月2日","22,190.97","22,264.77","22,291.41","22,136.78","1.01B","0.46%"
"2013年8月1日","22,088.79","22,025.75","22,152.06","21,983.15","929.37M","0.94%"
"2013年7月31日","21,883.66","21,888.80","22,070.14","21,853.44","1.35B","-0.32%"
"2013年7月30日","21,953.96","21,870.14","22,033.21","21,839.76","1.21B","0.48%"
"2013年7月29日","21,850.15","21,896.12","21,953.35","21,749.69","1.21B","-0.54%"
"2013年7月26日","21,968.95","21,892.34","22,034.38","21,834.24","1.21B","0.31%"
"2013年7月25日","21,900.96","21,872.14","21,947.83","21,841.45","1.16B","-0.31%"
"2013年7月24日","21,968.93","21,912.90","21,984.26","21,799.31","1.34B","0.24%"
"2013年7月23日","21,915.42","21,517.20","21,964.03","21,517.20","2.57B","2.33%"
"2013年7月22日","21,416.50","21,498.96","21,498.96","21,283.83","1.09B","0.25%"
"2013年7月19日","21,362.42","21,451.60","21,451.60","21,214.24","1.28B","0.08%"
"2013年7月18日","21,345.22","21,426.90","21,445.15","21,288.58","1.22B","-0.12%"
"2013年7月17日","21,371.87","21,368.77","21,460.96","21,253.59","1.11B","0.28%"
"2013年7月16日","21,312.38","21,333.07","21,394.13","21,209.18","1.05B","0.04%"
"2013年7月15日","21,303.31","21,278.62","21,391.76","21,205.60","1.15B","0.12%"
"2013年7月12日","21,277.28","21,522.15","21,522.15","21,242.47","1.64B","-0.75%"
"2013年7月11日","21,437.49","21,177.63","21,503.71","21,177.63","2.43B","2.55%"
"2013年7月10日","20,904.56","20,841.73","21,044.47","20,633.02","1.63B","1.07%"
"2013年7月9日","20,683.01","20,610.56","20,767.58","20,571.55","1.24B","0.49%"
"2013年7月8日","20,582.19","20,598.21","20,694.51","20,244.07","1.72B","-1.31%"
"2013年7月5日","20,854.67","20,740.70","20,866.36","20,729.03","1.45B","1.89%"
"2013年7月4日","20,468.67","20,334.94","20,532.14","20,318.02","1.38B","1.60%"
"2013年7月3日","20,147.31","20,568.56","20,590.32","20,119.56","2.35B","-2.48%"
"2013年7月2日","20,658.65","21,004.56","21,004.56","20,633.16","2.51B","-0.70%"
"2013年6月28日","20,803.29","20,596.63","20,818.35","20,490.89","2.31B","1.78%"
"2013年6月27日","20,440.08","20,456.47","20,713.34","20,375.40","2.43B","0.50%"
"2013年6月26日","20,338.55","20,090.76","20,354.18","19,913.98","3.02B","2.43%"
"2013年6月25日","19,855.72","19,775.98","19,992.30","19,426.36","3.39B","0.21%"
"2013年6月24日","19,813.98","20,023.44","20,101.26","19,756.61","2.59B","-2.22%"
"2013年6月21日","20,263.31","19,969.98","20,383.54","19,969.98","4.08B","-0.59%"
"2013年6月20日","20,382.87","20,668.80","20,703.76","20,374.14","2.63B","-2.88%"
"2013年6月19日","20,986.89","21,188.40","21,232.51","20,896.22","1.89B","-1.13%"
"2013年6月18日","21,225.88","21,102.60","21,240.01","20,995.39","1.61B","-0.00%"
"2013年6月17日","21,225.90","21,007.28","21,272.75","21,007.28","1.88B","1.22%"
"2013年6月14日","20,969.14","21,083.41","21,164.68","20,954.66","2.39B","0.39%"
"2013年6月13日","20,887.04","21,069.26","21,069.26","20,652.75","3.30B","-2.19%"
"2013年6月11日","21,354.66","21,542.30","21,632.01","21,307.99","2.12B","-1.20%"
"2013年6月10日","21,615.09","21,592.90","21,723.86","21,497.55","1.46B","0.18%"
"2013年6月7日","21,575.26","21,768.24","21,820.43","21,506.33","1.83B","-1.21%"
"2013年6月6日","21,838.43","21,908.45","21,949.81","21,799.25","1.71B","-1.05%"
"2013年6月5日","22,069.24","22,141.67","22,174.69","21,933.92","1.52B","-0.97%"
"2013年6月4日","22,285.52","22,320.50","22,330.05","22,178.64","1.42B","0.01%"
"2013年6月3日","22,282.19","22,301.68","22,564.18","22,249.65","1.55B","-0.49%"
"2013年5月31日","22,392.16","22,582.55","22,582.55","22,346.18","2.49B","-0.41%"
"2013年5月30日","22,484.31","22,562.51","22,630.64","22,290.72","1.75B","-0.31%"
"2013年5月29日","22,554.93","22,826.85","22,861.60","22,532.57","1.54B","-1.61%"
"2013年5月28日","22,924.25","22,710.20","22,942.15","22,639.54","1.15B","1.05%"
"2013年5月27日","22,686.05","22,571.63","22,729.87","22,544.89","993.59M","0.30%"
"2013年5月24日","22,618.67","22,679.36","22,781.54","22,470.53","1.41B","-0.23%"
"2013年5月23日","22,669.68","23,066.71","23,123.43","22,605.69","2.51B","-2.54%"
"2013年5月22日","23,261.08","23,341.06","23,423.51","23,179.46","1.47B","-0.45%"
"2013年5月21日","23,366.37","23,425.69","23,446.00","23,337.75","3.48B","-0.54%"
"2013年5月20日","23,493.03","23,348.74","23,512.42","23,348.74","1.58B","1.78%"
"2013年5月16日","23,082.68","23,110.19","23,163.00","22,955.90","1.32B","0.17%"
"2013年5月15日","23,044.24","23,074.26","23,163.56","23,002.32","1.51B","0.50%"
"2013年5月14日","22,930.28","23,124.24","23,145.91","22,878.64","1.38B","-0.26%"
"2013年5月13日","22,989.81","23,245.58","23,245.58","22,958.87","1.49B","-1.42%"
"2013年5月10日","23,321.22","23,213.59","23,330.60","23,144.12","1.41B","0.47%"
"2013年5月9日","23,211.48","23,353.68","23,353.68","23,126.81","1.41B","-0.14%"
"2013年5月8日","23,244.35","23,215.95","23,270.00","23,156.26","1.76B","0.86%"
"2013年5月7日","23,047.09","22,924.29","23,058.74","22,855.58","1.42B","0.58%"
"2013年5月6日","22,915.09","22,967.78","22,980.56","22,864.91","1.33B","0.99%"
"2013年5月3日","22,689.96","22,811.84","22,886.17","22,678.67","1.28B","0.10%"
"2013年5月2日","22,668.30","22,692.33","22,706.07","22,552.31","1.43B","-0.30%"
"2013年4月30日","22,737.01","22,769.59","22,862.69","22,669.54","1.60B","0.69%"
"2013年4月29日","22,580.77","22,567.63","22,647.59","22,488.65","1.35B","0.15%"
"2013年4月26日","22,547.71","22,559.97","22,690.33","22,528.95","1.83B","0.65%"
"2013年4月25日","22,401.24","22,298.64","22,486.45","22,214.65","1.84B","0.98%"
"2013年4月24日","22,183.05","22,067.04","22,195.93","21,962.90","1.76B","1.73%"
"2013年4月23日","21,806.61","22,085.70","22,085.70","21,747.47","1.80B","-1.08%"
"2013年4月22日","22,044.37","22,038.13","22,131.65","21,956.53","1.29B","0.14%"
"2013年4月19日","22,013.57","21,517.94","22,016.97","21,496.29","2.00B","2.33%"
"2013年4月18日","21,512.52","21,440.33","21,618.07","21,423.25","1.41B","-0.26%"
"2013年4月17日","21,569.67","21,794.69","21,798.57","21,550.72","1.91B","-0.47%"
"2013年4月16日","21,672.03","21,571.58","21,813.55","21,475.33","1.64B","-0.46%"
"2013年4月15日","21,772.67","21,998.74","21,998.74","21,735.31","1.51B","-1.43%"
"2013年4月12日","22,089.05","22,185.36","22,185.36","22,049.58","1.30B","-0.06%"
"2013年4月11日","22,101.27","22,198.49","22,251.62","22,058.30","1.42B","0.30%"
"2013年4月10日","22,034.56","21,963.37","22,038.89","21,858.81","1.48B","0.75%"
"2013年4月9日","21,870.34","21,800.24","21,979.08","21,800.24","1.35B","0.70%"
"2013年4月8日","21,718.05","21,733.78","21,772.23","21,612.05","1.36B","-0.04%"
"2013年4月5日","21,726.90","22,230.93","22,230.93","21,703.28","2.32B","-2.73%"
"2013年4月3日","22,337.49","22,527.12","22,527.12","22,283.16","1.24B","-0.14%"
"2013年4月2日","22,367.82","22,203.93","22,449.46","22,203.93","1.52B","0.31%"
"2013年3月28日","22,299.63","22,390.35","22,390.35","22,132.33","2.20B","-0.74%"
"2013年3月27日","22,464.82","22,385.47","22,529.37","22,366.02","1.67B","0.69%"
"2013年3月26日","22,311.08","22,208.06","22,346.27","22,088.56","1.73B","0.27%"
"2013年3月25日","22,251.15","22,327.53","22,351.08","22,201.06","1.54B","0.61%"
"2013年3月22日","22,115.30","22,186.24","22,232.07","22,033.18","1.52B","-0.50%"
"2013年3月21日","22,225.88","22,285.81","22,403.79","22,179.50","1.62B","-0.14%"
"2013年3月20日","22,256.44","21,990.04","22,302.50","21,975.90","1.77B","0.97%"
"2013年3月19日","22,041.86","22,138.10","22,218.85","22,030.66","1.66B","-0.19%"
"2013年3月18日","22,083.36","22,185.32","22,185.32","21,997.72","2.25B","-2.00%"
"2013年3月15日","22,533.11","22,705.92","22,799.67","22,494.04","2.91B","-0.38%"
"2013年3月14日","22,619.18","22,484.25","22,655.88","22,305.54","1.93B","0.28%"
"2013年3月13日","22,556.65","22,901.12","22,901.12","22,487.33","1.82B","-1.46%"
"2013年3月12日","22,890.60","23,133.00","23,262.02","22,879.18","1.56B","-0.87%"
"2013年3月11日","23,090.82","23,131.44","23,246.29","23,064.93","1.29B","-0.00%"
"2013年3月8日","23,091.95","22,839.27","23,220.52","22,839.27","1.85B","1.41%"
"2013年3月7日","22,771.44","22,729.29","22,843.73","22,656.37","1.28B","-0.03%"
"2013年3月6日","22,777.84","22,750.58","22,808.81","22,664.94","1.76B","0.96%"
"2013年3月5日","22,560.50","22,621.60","22,661.49","22,523.69","1.84B","0.10%"
"2013年3月4日","22,537.81","22,866.51","22,866.51","22,466.08","2.17B","-1.50%"
"2013年3月1日","22,880.22","22,957.09","23,015.68","22,868.69","2.07B","-0.61%"
"2013年2月28日","23,020.27","22,826.42","23,031.69","22,734.84","2.11B","1.96%"
"2013年2月27日","22,577.01","22,656.40","22,656.40","22,445.34","1.68B","0.25%"
"2013年2月26日","22,519.69","22,639.97","22,769.07","22,510.76","1.52B","-1.32%"
"2013年2月25日","22,820.08","22,852.89","22,876.03","22,777.63","1.07B","0.17%"
"2013年2月22日","22,782.44","22,840.32","22,850.25","22,674.59","1.62B","-0.54%"
"2013年2月21日","22,906.67","23,026.18","23,026.18","22,828.17","2.06B","-1.72%"
"2013年2月20日","23,307.41","23,310.93","23,310.93","23,163.86","1.56B","0.71%"
"2013年2月19日","23,143.91","23,368.22","23,454.19","23,139.08","1.43B","-1.02%"
"2013年2月18日","23,381.94","23,477.49","23,477.49","23,309.55","1.03B","-0.27%"
"2013年2月15日","23,444.56","23,315.41","23,446.77","23,284.05","1.06B","0.13%"
"2013年2月14日","23,413.25","23,460.31","23,469.26","23,300.60","1.53B","0.85%"
"2013年2月8日","23,215.16","23,101.09","23,267.20","23,101.09","1.83B","0.16%"
"2013年2月7日","23,177.00","23,259.82","23,298.13","23,134.78","2.02B","-0.34%"
"2013年2月6日","23,256.93","23,292.43","23,355.37","23,204.05","1.65B","0.47%"
"2013年2月5日","23,148.53","23,406.99","23,406.99","23,104.27","2.49B","-2.27%"
"2013年2月4日","23,685.01","23,866.80","23,944.74","23,637.18","2.74B","-0.16%"
"2013年2月1日","23,721.84","23,763.34","23,763.34","23,571.30","1.63B","-0.03%"
"2013年1月31日","23,729.53","23,799.17","23,799.17","23,667.94","1.83B","-0.39%"
"2013年1月30日","23,822.06","23,767.33","23,916.16","23,765.57","1.96B","0.71%"
"2013年1月29日","23,655.17","23,659.11","23,707.11","23,602.85","3.15B","-0.07%"
"2013年1月28日","23,671.88","23,621.95","23,736.02","23,621.95","1.44B","0.39%"
"2013年1月25日","23,580.43","23,653.54","23,666.39","23,481.37","1.62B","-0.08%"
"2013年1月24日","23,598.90","23,585.10","23,688.79","23,547.79","1.43B","-0.15%"
"2013年1月23日","23,635.10","23,700.45","23,710.87","23,540.42","1.54B","-0.10%"
"2013年1月22日","23,658.99","23,596.38","23,685.55","23,498.96","1.36B","0.29%"
"2013年1月21日","23,590.91","23,565.96","23,639.63","23,535.47","1.10B","-0.05%"
"2013年1月18日","23,601.78","23,509.49","23,606.50","23,450.77","1.93B","1.12%"
"2013年1月17日","23,339.76","23,471.67","23,504.73","23,222.96","1.32B","-0.07%"
"2013年1月16日","23,356.99","23,390.19","23,390.19","23,203.24","1.37B","-0.10%"
"2013年1月15日","23,381.51","23,388.47","23,515.86","23,306.17","1.45B","-0.14%"
"2013年1月14日","23,413.26","23,326.82","23,441.94","23,292.07","1.56B","0.64%"
"2013年1月11日","23,264.07","23,478.81","23,486.60","23,212.90","1.53B","-0.39%"
"2013年1月10日","23,354.31","23,240.07","23,477.89","23,165.64","1.91B","0.59%"
"2013年1月9日","23,218.47","23,154.71","23,235.39","23,141.67","1.52B","0.46%"
"2013年1月8日","23,111.19","23,264.03","23,264.03","23,088.40","1.46B","-0.94%"
"2013年1月7日","23,329.75","23,345.20","23,402.45","23,254.23","1.40B","-0.01%"
"2013年1月4日","23,331.09","23,370.36","23,370.36","23,172.28","1.51B","-0.29%"
"2013年1月3日","23,398.60","23,390.54","23,400.74","23,234.43","2.21B","0.37%"
"2013年1月2日","23,311.98","22,860.25","23,317.39","22,860.25","2.13B","2.89%"
"2012年12月31日","22,656.92","22,584.44","22,698.33","22,566.89","685.41M","-0.04%"
"2012年12月28日","22,666.59","22,706.33","22,706.33","22,628.46","1.04B","0.21%"
"2012年12月27日","22,619.78","22,705.46","22,718.83","22,608.60","1.05B","0.35%"
"2012年12月24日","22,541.18","22,494.71","22,577.56","22,494.71","560.26M","0.16%"
"2012年12月21日","22,506.29","22,565.09","22,565.09","22,423.16","1.81B","-0.68%"
"2012年12月20日","22,659.78","22,602.99","22,661.74","22,483.95","1.62B","0.16%"
"2012年12月19日","22,623.37","22,654.65","22,683.72","22,562.02","1.58B","0.57%"
"2012年12月18日","22,494.73","22,525.46","22,588.48","22,449.74","3.22B","-0.08%"
"2012年12月17日","22,513.61","22,590.76","22,625.41","22,453.59","1.45B","-0.41%"
"2012年12月14日","22,605.98","22,396.72","22,636.43","22,396.72","1.77B","0.71%"
"2012年12月13日","22,445.58","22,500.99","22,563.14","22,380.78","1.48B","-0.26%"
"2012年12月12日","22,503.35","22,412.90","22,508.01","22,412.90","1.86B","0.80%"
"2012年12月11日","22,323.94","22,295.99","22,393.20","22,244.02","1.59B","0.21%"
"2012年12月10日","22,276.72","22,377.56","22,377.56","22,235.76","1.39B","0.39%"
"2012年12月7日","22,191.17","22,294.73","22,371.40","22,188.07","1.83B","-0.26%"
"2012年12月6日","22,249.81","22,355.89","22,355.89","22,215.08","1.47B","-0.09%"
"2012年12月5日","22,270.91","21,819.01","22,274.04","21,804.93","2.47B","2.16%"
"2012年12月4日","21,799.97","21,786.07","21,853.15","21,687.88","1.24B","0.15%"
"2012年12月3日","21,767.85","22,070.44","22,162.47","21,716.77","1.22B","-1.19%"
"2012年11月30日","22,030.39","21,949.40","22,091.61","21,918.55","1.83B","0.49%"
"2012年11月29日","21,922.89","21,821.05","21,996.40","21,786.03","1.27B","0.99%"
"2012年11月28日","21,708.98","21,764.91","21,764.91","21,629.58","1.27B","-0.62%"
"2012年11月27日","21,844.03","21,969.71","22,002.86","21,820.15","1.21B","-0.08%"
"2012年11月26日","21,861.81","21,986.36","21,986.36","21,827.27","1.07B","-0.24%"
"2012年11月23日","21,913.98","21,729.72","21,924.06","21,723.35","1.34B","0.79%"
"2012年11月22日","21,743.20","21,595.59","21,774.40","21,517.91","1.45B","1.02%"
"2012年11月21日","21,524.36","21,367.55","21,530.44","21,229.14","1.36B","1.39%"
"2012年11月20日","21,228.28","21,478.00","21,478.00","21,213.12","1.17B","-0.16%"
"2012年11月19日","21,262.06","21,209.95","21,303.10","21,136.32","1.10B","0.49%"
"2012年11月16日","21,159.01","21,203.82","21,205.31","21,105.21","1.15B","0.24%"
"2012年11月15日","21,108.93","21,188.94","21,288.48","21,098.41","1.41B","-1.55%"
"2012年11月14日","21,441.99","21,250.97","21,446.36","21,221.31","1.30B","1.20%"
"2012年11月13日","21,188.65","21,372.87","21,399.61","21,181.92","1.35B","-1.13%"
"2012年11月12日","21,430.30","21,367.57","21,462.45","21,339.19","922.16M","0.21%"
"2012年11月9日","21,384.38","21,433.60","21,525.49","21,330.34","1.46B","-0.85%"
"2012年11月8日","21,566.91","21,785.83","21,871.85","21,555.75","1.67B","-2.41%"
"2012年11月7日","22,099.85","22,020.40","22,099.85","21,811.19","1.56B","0.71%"
"2012年11月6日","21,944.43","21,959.99","22,008.86","21,832.28","1.32B","-0.28%"
"2012年11月5日","22,006.40","22,044.21","22,141.13","21,990.68","1.17B","-0.47%"
"2012年11月2日","22,111.33","22,066.29","22,149.70","22,019.65","1.85B","1.33%"
"2012年11月1日","21,821.87","21,573.93","21,832.56","21,506.05","1.67B","0.83%"
"2012年10月31日","21,641.82","21,539.49","21,648.64","21,496.92","1.55B","1.00%"
"2012年10月30日","21,428.58","21,549.17","21,575.03","21,338.65","1.43B","-0.38%"
"2012年10月29日","21,511.05","21,478.12","21,561.97","21,397.09","1.43B","-0.16%"
"2012年10月26日","21,545.57","21,847.70","21,847.70","21,527.54","1.66B","-1.21%"
"2012年10月25日","21,810.23","21,792.67","21,839.64","21,710.84","1.63B","0.21%"
"2012年10月24日","21,763.78","21,561.59","21,802.49","21,533.24","1.71B","0.31%"
